,dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
2157,148,"Because Vincent, we were lovers.  For two years!","Weil Vincent, wir waren ein Liebespaar.  Zwei Jahre lang!",Joey,8,non-neutral
2158,148,Cut! Wonderful!,Schnitt! Wunderbar!,The Director,2,joy
2159,148,Great scene yeah?,"Tolle Szene, ja?",Joey,3,joy
2160,148,"Oh you're awesome! And, in that last speech? You soaked me.","Oh, du bist fantastisch! Und, in der letzten Rede? Du hast mich getränkt.",Richard,11,joy
2161,148,Thanks a lot.,Vielen Dank.,Joey,3,joy
2162,148,Here's your call sheet for tomorrow.,Hier ist dein Einsatzplan für morgen.,The Assistant Director,6,neutral
2163,148,I know.,"Ja, ich weiß.",Phoebe,2,neutral
2164,149,"So Chandler, your parents must've been thrilled when you told them you were engaged.","Deine Eltern waren sicher begeistert, als du ihnen von deiner Verlobung erzählt hast.",Mrs. Geller,14,joy
2165,149,"Oh yeah, I should probably call them.","Oh ja, ich sollte sie wohl anrufen.",Chandler,7,neutral
2166,149,I remember when we first got engaged.,"Ich weiß noch, wie es war, als wir uns verlobt haben.",Mr. Geller,7,joy
2167,149,"Oh, I don't think I ever heard that story.","Oh, ich glaube nicht, dass ich diese Geschichte je gehört habe.",Chandler,9,neutral
2168,149,"Oh dad, really you don't need to","Oh, Dad, das musst du wirklich nicht.",Monica,7,non-neutral
2169,149,"Well, I'd gotten Judy pregnant. I still don't know how that happened.","Nun, ich hatte Judy geschwängert. Ich weiß immer noch nicht, wie das passiert ist.",Mr. Geller,12,non-neutral
2170,149,You don't know how that happened?! Your dog thought my diaphragm was a chew toy!,"Du weißt nicht, wie das passiert ist?! Dein Hund dachte, mein Zwerchfell wäre ein Kauspielzeug!",Mrs. Geller,15,disgust
2171,149,What a sweet story.,Was für eine süße Geschichte.,Chandler,4,neutral
2172,149,"Well, at least you're not hearing it for the first time at your fifth grade Halloween party.","Naja, wenigstens hörst du sie nicht zum ersten Mal auf der Halloween-Party in der fünften Klasse.",Monica,17,disgust
2173,149,What?! They wanted a scary story!,Was?! Sie wollten eine gruselige Geschichte!,Mr. Geller,6,surprise
2174,149,"Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund.","Wie auch immer, wir sind wirklich aufgeregt über unsere Hochzeitspläne, und ich denke, ziemlich bald werden wir eine große Abhebung aus dem Monica Hochzeitsfonds machen.",Monica,25,joy
2175,149,What?,Und was?,Monica,1,surprise
2176,149,"You tell her Jack, I can't do it.","Sag ihr, Jack, ich kann das nicht.",Mrs. Geller,8,fear
2177,149,What happened? You still have the Monica wedding fund don't you?,"Was ist passiert? Sie haben doch noch den Monica-Hochzeitsfonds, oder?",Monica,11,surprise
2178,149,"We have it. Only now, we call it the beach house.",Wir haben ihn. Nur nennen wir es jetzt das Strandhaus.,Mr. Geller,11,non-neutral
2179,150,"After applying the Waxine and linen strips to leg number one,","Nachdem ich das Waxine und die Leinenstreifen auf Bein Nummer eins aufgetragen habe,",Phoebe,11,neutral
2180,150,Did that!,Das war's!,Monica,2,joy
2181,150,Grasp one of the linen strips by its 'easy grab tab' and pull it off in one quick pain free motion.,"Fassen Sie einen der Leinenstreifen an seiner ""Greiflasche"" und ziehen Sie ihn mit einer schnellen, schmerzfreien Bewegung ab.",Phoebe,21,neutral
2182,150,Okay.  Ow!!!!! Ow-oh-oh!,Das war's.  Ow!!!!! Oh-oh-oh!,Monica,3,surprise
2183,150,Was it not pain-free?,War es nicht schmerzfrei?,Phoebe,4,surprise
2184,150,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.","Nein. Es war schmerzhaft. Oh mein Gott, sie sollten es ""Pain-zine"" nennen, jetzt mit ein wenig Wachs.",Monica,18,disgust
2185,150,"Huh, well, the girls in the satin nighties on the commercial don't seem to think it's that bad.","Huh, nun, die Mädchen in den Satin-Nachthemden in der Werbung scheinen nicht zu denken, dass es so schlimm ist.",Phoebe,18,neutral
2186,150,That's because their nerves are probably deadened from being so stupid.,"Das liegt daran, dass ihre Nerven wahrscheinlich abgestumpft sind, weil sie so dumm sind.",Monica,11,non-neutral
2187,150,"But hey, y'know if you don't believe me, please, by my guest.","Aber hey, weißt du, wenn du mir nicht glaubst, dann bitte, von mir aus.",Monica,12,neutral
2188,150,Ow-ow-ow-ow! Oh my God!!!,Au-au-au-au! Oh mein Gott!!!,Phoebe,4,surprise
2189,150,"Now, are you glad we didn't start with the bikini strips?","Nun, bist du froh, dass wir nicht mit den Bikinistreifen angefangen haben?",Monica,11,non-neutral
2190,151,now remember you have to imagine me in a kilt.,"Und jetzt denk daran, dass du dir mich in einem Kilt vorstellen musst.",Ross,10,neutral
2191,151,I can imagine you in a short plaid skirt and knee socks.,Ich kann mir dich in einem kurzen karierten Rock und Kniestrümpfen vorstellen.,Rachel,12,neutral
2192,151,Do you wanna start telling secrets?,"Willst du anfangen, Geheimnisse zu erzählen?",Ross,6,neutral
2193,151,No!,Nein!,Rachel,1,non-neutral
2194,151,"Now umm, remember I'm still learning.","Also, ähm, denk dran, ich bin noch am Lernen.",Ross,6,neutral
2195,151,"One, two, three, four!","Eins, zwei, drei, vier!",Ross,4,neutral
2196,151,You know the song! Sing along!,Du kennst das Lied! Singt mit!,Ross,6,joy
2197,151,So?,Und?,Ross,1,neutral
2198,151,No!,Nein!,Chandler,1,non-neutral
2199,152,Oh my God! That's David!,"Oh, mein Gott! Das ist David!",Phoebe,5,surprise
2200,152,David who?,David wer?,Monica,2,neutral
2201,152,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!","David, der Wissenschaftler-Typ, David, in den ich verliebt war, David, der nach Russland ging und mir das Herz brach, David!",Phoebe,21,sadness
2202,152,Oh my God!,"Oh, mein Gott! Oh, mein Gott!",David,3,surprise
2203,152,"Oh, you say someone's name enough, they turn around.","Oh, wenn man den Namen von jemandem oft genug sagt, dreht er sich um.",Phoebe,9,non-neutral
2204,152,Phoebe?,Phoebe?,David,1,surprise
2205,152,David!  What-what are you doing here? Aren't you supposed to be in Russia?,David!  Was... Was machst du denn hier? Solltest du nicht in Russland sein?,Phoebe,13,surprise
2206,152,"Yeah, I'm just, I'm just in town for a conference. Umm,","Ja, ich bin nur wegen einer Konferenz in der Stadt. Ja,",David,11,neutral
2207,152,Well  Yeah. You look great too. Did you get a haircut?,"Na ja, ja. Du siehst auch toll aus. Hast du dir die Haare schneiden lassen?",Phoebe,11,joy
2208,152,Yeah. Well I-I got like thirty of them.,"Hast du dir die Haare schneiden lassen? - Ja. Nun, ich habe ungefähr 30 davon.",David,8,neutral
2209,152,Yeah.,"Ja, ja.",Phoebe,1,neutral
2210,152,Yes! Santa's coming!,Ja! Der Weihnachtsmann kommt!,Ross,3,joy
2211,153,"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.","Hey, äh, es tut mir wirklich, wirklich leid, was heute in der Cafeteria passiert ist.",Ross,13,sadness
2212,153,"It's no big deal. Hey, y'know, you do what you gotta do. Right?","Das ist keine große Sache. Hey, weißt du, du tust, was du tun musst. Stimmt's?",Joey,13,neutral
2213,153,"But hey, it's not just me, I mean the scientists and the tour guides","Aber hey, es ist nicht nur ich, ich meine die Wissenschaftler und die Reiseleiter",Ross,14,neutral
2214,153,Whatever.,Wie auch immer.,Joey,1,non-neutral
2215,153,"It's like that everywhere, Joey!","Das ist überall so, Joey!",Ross,5,non-neutral
2216,153,"Okay, Mon, back me up here.","Okay, Mon, unterstützen Sie mich hier.",Ross,6,neutral
2217,153,"Where you work the uh, waiters eat with the waiters, right?","Wo du arbeitest, äh, essen die Kellner mit den Kellnern, richtig?",Ross,11,neutral
2218,153,"And the chefs eat with the other chefs, right?","Und die Köche essen mit den anderen Köchen, richtig?",Ross,9,neutral
2219,153,I eat by myself in the alley because everybody hates me.,"Ich esse allein auf der Gasse, weil mich alle hassen.",Monica,11,sadness
2220,153,"Look, Ross, really it's-it's no big deal.","Schauen Sie, Ross, wirklich es ist, es ist keine große Sache.",Joey,7,neutral
2221,153,"Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it.","Sie wissen, dass Sie einen weißen Mantel tragen, ich trage einen blauen Blazer, wenn das bedeutet, wir können nicht Freunde bei der Arbeit sein, dann so sein.",Joey,24,sadness
2222,153,"Y'know, hey I understand.","Weißt du, hey, ich verstehe das.",Joey,4,neutral
2223,153,Y'know?,Verstehst du?,Joey,1,neutral
2224,153,"Hey, when I'm in a play and you're in the audience, I don't talk to you, right?","Wenn ich in einem Stück bin und du sitzt im Publikum, rede ich nicht mit dir, klar?",Joey,17,neutral
2225,153,"So it's y'know, it's uh, it's cool.","Also ist es, weißt du, es ist, äh, es ist cool.",Joey,7,neutral
2226,153,I'll see you tomorrow.,Ich seh dich morgen.,Joey,4,neutral
2227,153,"Yeah, when we're in the audience he doesn't talk to us, but he does wave.","Ja, wenn wir im Publikum sind, redet er nicht mit uns, aber er winkt.",Rachel,15,neutral
2228,154,You did look like an idiot.,Du hast wirklich wie ein Idiot ausgesehen.,Chandler,6,non-neutral
2229,154,"Hey, I wasn't the only one who looked like an idiot.","Hey, ich war nicht der Einzige, der wie ein Idiot aussah.",Joey,11,non-neutral
2230,154,All right?,"Ja, klar.",Joey,2,neutral
2231,154,"Remember when Ross tried to say, ""Butternut squash?""","Denken Sie daran, wenn Ross versucht zu sagen, ""Butternut-Kürbis?""",Joey,8,non-neutral
2232,154,"And it came out, ""Squatternut buash?""","Und es kam heraus, ""Squatternut buash?""",Joey,6,joy
2233,154,Yeah that's the same.,"Ja, das ist das gleiche.",Ross,4,neutral
2234,154,That's it. That's my worse Thanksgiving.,Das ist es. Das ist meine schlechtere Thanksgiving.,Monica,6,non-neutral
2235,154,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,"Oh, warte! Das kann nicht die eine sein Rachel spricht. Sie wusste nicht einmal, dass das passiert ist. Also, welche war es?",Phoebe,21,neutral
2236,154,Which one?,Welches?,All,2,neutral
2237,154,"Umm, I-I really don't want to tell this story.","Ähm, ich will diese Geschichte wirklich nicht erzählen.",Monica,9,sadness
2238,154,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.","Ach, komm schon, Monica, vergangene Schmerzen zu durchleben und deprimiert zu werden, ist das, worum es an Thanksgiving geht.",Chandler,16,non-neutral
2239,154,"Y'know, for me anyway.","Du weißt schon, für mich jedenfalls.",Chandler,4,sadness
2240,154,"And of course, the Indians.","Und natürlich, die Indianer.",Chandler,5,sadness
2241,154,"Look umm, of all people, you do not want me to tell this story!","Schauen Sie, ähm, von allen Menschen, die Sie nicht wollen, dass ich diese Geschichte zu erzählen!",Monica,14,anger
2242,155,"Hi, guys.","Hi, Leute.",Phoebe,2,neutral
2243,155,Hi! Phoebe.,Hi! Phoebe.,Rachel,2,joy
2244,155,Hi Phoebe.,Hi Phoebe.,Monica,2,neutral
2245,155,"I-I wanted to apologise if I-y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.","Ich wollte mich entschuldigen, falls ich gestern beim Duschen etwas nervös war. Das sind nur die Hormone, wisst ihr.",Phoebe,20,sadness
2246,155,No we,"Nein, wir...",Rachel,2,neutral
2247,155,Hormones.,Hormone.,Monica,1,neutral
2248,155,"hormones, yeah.","Hormone, ja.",Rachel,2,neutral
2249,155,Your parents'?,Bei deinen Eltern?,Rachel,2,non-neutral
2250,155,"Yeah, they're out of town.","Ja, sie sind nicht in der Stadt.",Joshua,5,neutral
2251,155,Ohh.,Ohh.,Rachel,1,surprise
2252,155,"Yeah-yeah, it's this","Yeah-yeah, es ist dieses",Joshua,3,neutral
2253,155,Yeah that works.,"Ja, das funktioniert.",Rachel,3,neutral
2254,155,They-they-they can smell fear.,Sie... sie... sie können Angst riechen.,Joshua,4,fear
2255,156,Bing! Ho! And the Bing-ette!,Bing! Ho! Und die Bing-ette!,Doug,5,joy
2256,156,"Honey, you remember my boss Doug right?","Schatz, du erinnerst dich an meinen Boss Doug, oder?",Chandler,7,neutral
2257,156,"Yes, hi.","Ja, hi.",Monica,2,neutral
2258,156,"Hi. So good news, the divorce is final. I signed the papers this A.M.","Hallo. Also gute Nachrichten, die Scheidung ist endgültig. Ich habe heute Morgen die Papiere unterschrieben.",Doug,14,joy
2259,156,"I didn't know you and Carol were getting divorced, I'm sorry.","Ich wusste nicht, dass du und Carol euch scheiden lasst, tut mir Leid.",Chandler,11,sadness
2260,156,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!","Es tut dir Leid? Endlich habe ich mein Bein aus der Bärenfalle gekaut. Hey, trotzdem herzlichen Glückwunsch an euch beide!",Doug,16,joy
2261,156,No leg-chewing for us sir.,"Kein Bein-Kauen für uns, Sir.",Monica,5,neutral
2262,156,"Oh well, give it time.","Oh, nun, gib dem Ganzen Zeit.",Doug,5,neutral
2263,156,"So the divorce, the marriage, we've got a lot to celebrate.","Also, die Scheidung, die Hochzeit, wir haben eine Menge zu feiern.",Doug,11,joy
2264,156,How about we all go out to dinner tomorrow night?,"Wie wäre es, wenn wir morgen Abend alle zusammen essen gehen?",Doug,10,neutral
2265,156,I can't think of anything we're doing.  Why can't I think of anything we're doing?,"Mir fällt nichts ein, was wir tun könnten.  Warum kann ich nicht denken von allem, was wir tun?",Monica,15,non-neutral
2266,156,"Tomorrow night it is then, I should be out of court by six.",Dann eben morgen Abend. Ich sollte um sechs aus dem Gericht sein.,Doug,13,joy
2267,156,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,"Sie werfen mir ständig Fälle von sexueller Belästigung vor, und ich schlage sie immer wieder aus dem Park!",Doug,18,joy
2268,156,"Okay, I'll see you tomorrow!","Okay, dann sehen wir uns morgen!",Monica,5,joy
2269,156,"Just so you know, we're not seeing him tomorrow.","Nur damit du es weißt, wir werden ihn morgen nicht sehen.",Monica,9,neutral
2270,156,I-I cannot spend another evening with that man.,Ich kann keinen weiteren Abend mit diesem Mann verbringen.,Monica,8,disgust
2271,156,Do you remember how he behaved at our wedding?,"Erinnerst du dich, wie er sich auf unserer Hochzeit verhalten hat?",Monica,9,disgust
2272,156,No.,Nein.,Chandler,1,neutral
2273,156,That's because he wasn't invited because of the way he behaved at our engagement party.,"Das liegt daran, dass er nicht eingeladen war, weil er sich auf unserer Verlobungsfeier so benommen hat.",Monica,15,disgust
2274,156,"Oh yeah. Boy, urine cuts","Oh, ja. Junge, Urinschnitte",Chandler,5,disgust
2275,157,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs","Vielleicht willst du jetzt einfach nur die ganze Ente da drin haben! Wen kümmert's, weißt du? Jetzt habe ich die Beine",Emeril,20,neutral
2276,157,"How many times have I told you guys, you","Wie oft habe ich Ihnen gesagt, Jungs, Sie",Chandler,9,neutral
2277,157,Hi Chandler.,"Hi, Chandler.",Monica,2,neutral
2278,157,Hey!,Hey!,Chandler,1,neutral
2279,157,"Uh, listen, I need that broiling pan that Joey borrowed the other day.","Äh, hör zu, ich brauche die Bratpfanne, die Joey sich neulich geliehen hat.",Monica,13,neutral
2280,157,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.","Oh, das war deine? Äh, ja, wir haben sie benutzt, als die Ente die Raupen ausspuckte.",Chandler,16,non-neutral
2281,157,William Sonoma,William Sonoma,Monica,2,neutral
2282,157,Expect it in 4-6 weeks.,Erwarten Sie es in 4-6 Wochen.,Chandler,5,neutral
2283,157,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.","Ähm, hey, ähm, Joey wird den Rest des Tages beim Spendenmarathon sein, wir haben die ganze Wohnung für uns.",Chandler,22,neutral
2284,157,"Yeah, so?","Ja, und?",Monica,2,neutral
2285,157,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.","Ich dachte nur, du willst vielleicht ein bisschen Zeit mit dem Besten verbringen, den du je hattest.",Chandler,16,neutral
2286,157,"Y'know what, champ? I think I'll pass.","Weißt du was, Champ? Ich denke, ich werde passen.",Monica,7,neutral
2287,157,Why?,"Ich glaube, ich passe. Warum?",Chandler,1,surprise
2288,157,Why?,Was soll das?,Monica,1,neutral
2289,157,What's your point?,Was willst du damit sagen?,Chandler,3,neutral
2290,158,"So uh, what's your name?","Also, äh, wie ist dein Name?",Joey,5,neutral
2291,158,It's Jake.,Ich heiße Jake.,Man,2,neutral
2292,158,"Joey.  Hey Jake, do you like the Knicks?","Joey.  Hey Jake, magst du die Knicks?",Joey,8,neutral
2293,158,"Yeah, big fan.","Ja, ich bin ein großer Fan.",Jake,3,neutral
2294,158,"Me too! There's a game on Tuesday, do you wanna go?","Ich auch! Es gibt ein Spiel am Dienstag, wollen Sie gehen?",Joey,11,joy
2295,158,Yeah that would be great! Let me make sure I'm not doing anything Tuesday.,"Ja, das wäre toll! Lass mich sicherstellen, dass ich am Dienstag nichts vorhabe.",Jake,14,joy
2296,159,Ugh.  Ross!,Igitt.  Ross!,Carol,2,disgust
2297,159,Hi! Sorry I'm late. Were you sleeping?,"Hi! Tut mir leid, dass ich zu spät bin. Konntest du schlafen?",Ross,7,neutral
2298,159,"Ahh, nooo!!","Ahh, nein!!",Carol,2,non-neutral
2299,159,"Oh, great!","Oh, toll!",Ross,2,joy
2300,159,"Listen, oh I had to get you a whole new battery.","Hör zu, oh, ich musste dir eine ganz neue Batterie besorgen.",Ross,11,neutral
2301,159,"I got you the best one I could, 'cause that's not where you want to skimp.","Ich habe dir die beste besorgt, die ich finden konnte, denn da will man nicht knausern.",Ross,16,neutral
2302,159,"You're a genius, Ross.","Du bist ein Genie, Ross.",Carol,4,joy
2303,159,"Yeah, well it came to about $112, but what the hell, just call it an even 110?","Ja, nun, es kam auf etwa $112, aber was soll's, nennen wir es einfach eine glatte 110?",Ross,17,neutral
2304,159,"Okay, I'll pay you tomorrow.","Okay, ich werde dich morgen bezahlen.",Carol,5,neutral
2305,159,Okay.,"Okay, tschüss.",Ross,1,neutral
2306,159,"Okay, bye!!","Okay, tschüss!!",Carol,2,neutral
2307,159,"So they ah, they all took off, it was pretty hard watching them go, y'know?","Sie sind alle abgehauen. Es war ziemlich hart, sie gehen zu sehen, weißt du?",Ross,15,sadness
2308,159,"Yeah, okay, bye.","Ja, okay, tschüss.",Carol,3,neutral
2309,159,So I'm gonna take off then!,"Also, ich werde dann mal abhauen!",Ross,6,neutral
2310,160,"Hey! Oh right, tonight was your party.","Hey! Oh richtig, heute Abend war deine Party.",Rachel,7,surprise
2311,160,"Oh wow, you look great! Glad you could make it.","Oh, wow, du siehst toll aus! Schön, dass du es geschafft hast.",Danny,10,joy
2312,160,"Oh well, y'know, the gala had to end sometime.","Tja, weißt du, die Gala musste ja irgendwann mal enden.",Rachel,9,neutral
2313,160,"Don't go anywhere, I'll be right back.","Geh nicht weg, ich bin gleich wieder da.",Danny,7,neutral
2314,160,"Yeah, sure.  All right, whose court is the ball in now?","Ja, klar.  Alles klar, in wessen Hof ist der Ball jetzt?",Rachel,11,neutral
2315,160,I thought there wasn't a ball?,"Ich dachte, es gäbe keinen Ball?",Monica,6,non-neutral
2316,160,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!","Ach, komm schon! Er ist froh, dass ich gekommen bin, er will nicht, dass ich irgendwo hingehe, Bälle fliegen überall herum!",Rachel,21,neutral
2317,160,"Rachel, this is my friend Tom.","Rachel, das ist mein Freund Tom.",Danny,6,neutral
2318,160,"Oh, go on! You telling people about me?","Oh, geh schon! Du erzählst den Leuten von mir?",Rachel,8,surprise
2319,160,You two could really hit it off! I'm gonna go mingle.,Ihr zwei könntet euch wirklich gut verstehen! Ich werde mich unter die Leute mischen.,Danny,11,non-neutral
2320,160,So you work at,Sie arbeiten also bei,Tom,4,neutral
2321,160,"Yeah, okay, at ease solider!","Ja, okay, bei ""Rise Solider""!",Rachel,5,neutral
2322,160,I'm sorry?,Wie bitte?,Tom,2,surprise
2323,160,"No, it's all right, you can just drop the act Tommy.","Nein, ist schon in Ordnung, du kannst das Theater einfach sein lassen, Tommy.",Rachel,11,neutral
2324,160,I know what's going on here.,"Ich weiß, was hier vor sich geht.",Rachel,6,non-neutral
2325,160,Your Danny's wingman right?,"Du bist Dannys Flügelmann, richtig?",Rachel,4,non-neutral
2326,160,You guys are best buds.,Ihr seid beste Kumpel.,Rachel,5,non-neutral
2327,160,Frat bros!,Verbindungsbrüder!,Rachel,2,non-neutral
2328,160,"I'm gonna go talk to uh, a friend.",Ich werde mal mit einem Freund reden.,Tom,8,non-neutral
2329,160,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""","Ja, ja, du gehst und redest mit deinem Freund. Du sagst ihm, ""Netter Versuch"".",Rachel,13,disgust
2330,160,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,Mann! Er wirft sie einfach hoch und ich schlage sie einfach aus dem Park!,Rachel,18,non-neutral
2331,160,I think I need a drink.,"Ich glaube, ich brauche einen Drink.",Monica,6,neutral
2332,160,Yeah!,Oh ja!,Rachel,1,non-neutral
2333,161,"Hey, Pheebs?","Hey, Pheebs?",Joey,2,neutral
2334,161,"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!","Nein, ich kann nicht mit dir reden! Ich habe keine schicke Anzeige in den Gelben Seiten!",Phoebe,16,anger
2335,161,"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.","Ich möchte mich dafür entschuldigen, dass ich gesagt habe, dass deine Methode dumm ist. Ich möchte dich bitten, wieder mein Lehrer zu sein.",Joey,24,sadness
2336,161,"And-and I promise, I won't touch a guitar until you say I'm ready.","Und ich verspreche, ich werde keine Gitarre anfassen, bis du sagst, dass ich bereit bin.",Joey,13,neutral
2337,161,You really think I'm ready?,"Sie denken wirklich, dass ich bereit bin?",Joey,5,non-neutral
2338,161,Uh-huh!,Uh-huh!,Phoebe,1,joy
2339,161,Wow! Cool!,Wow. Cool!,Joey,2,joy
2340,161,Was the chord at least right,War der Akkord wenigstens richtig,Joey,6,neutral
2341,161,No!,Nein!,Phoebe,1,non-neutral
2342,162,"Well, this has been fun.","Nun, das hat Spaß gemacht.",Jill,5,neutral
2343,162,"Yes. Yes, thanks for letting me use your phone... and for saving my life.","Ja. Ja, danke, dass ich dein Telefon benutzen durfte... und dass du mir das Leben gerettet hast.",Chandler,14,joy
2344,162,"Well, goodbye Chandler. I had a great blackout.  See ya.","Nun, auf Wiedersehen Chandler. Ich hatte einen tollen Blackout.  Man sieht sich.",Jill,10,neutral
2345,162,"Hi, um, I'm account number 7143457.","Hi, ähm, ich bin Kontonummer 7143457.",Chandler,6,neutral
2346,162,"And, uh, I don't know if you got any of that, but I would really like a copy of the tape.","Und, ähm, ich weiß nicht, ob Sie etwas davon haben, aber ich hätte wirklich gerne eine Kopie des Bandes.",Chandler,21,neutral
2347,163,We're beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,"Wir fangen an, eine Menge Schichten von durchsichtigen Stoffen und Farben zu sehen. Zum Beispiel eine marineblaue Bluse über einem rosa....",Lecturer,22,neutral
2348,163,I'm really glad we came.  You're so pretty. I love you.,"Ich bin wirklich froh, dass wir gekommen sind.  Du bist so hübsch. Ich liebe dich.",Ross,11,joy
2349,163,"Okay, that's a fire. Oh yeah. Oh yeah.","Okay, das ist ein Feuer. Oh, ja. Oh, ja.",Ross,8,neutral
2350,163,"Excuse me, I'm sorry, I'm gonna have to call you back, I've got a Schemp in my office.","Entschuldigen Sie, ich muss Sie zurückrufen, ich habe einen Schemp in meinem Büro.",Rachel,18,neutral
2351,163,What are you doing?,Was machen Sie denn da?,Rachel,4,neutral
2352,163,I'm sorry.,Es tut mir leid.,Ross,2,neutral
2353,163,"But ah, hey, oh, somebody's off the phone, how 'bout a glass of wine by the fire, I could get it going again.","Aber ah, hey, oh, da ist jemand am Telefon, wie wär's mit einem Glas Wein am Kamin, ich könnte es wieder in Gang bringen.",Ross,23,neutral
2354,163,"Ross you're not listening to me, I don't have time to stop.","Ross, du hörst mir nicht zu, ich habe keine Zeit, aufzuhören.",Rachel,12,neutral
2355,163,"Come on Rach, you don't have what, ten minutes?","Komm schon Rach, Sie haben nicht, was, zehn Minuten?",Ross,9,neutral
2356,163,I don't have ten minutes!!,Ich habe keine zehn Minuten!!,Rachel,5,anger
2357,163,"What?  Sophie, does she have ten minutes?","Was?  Sophie, hat sie zehn Minuten?",Ross,7,neutral
2358,163,"Hey, Ross!!! I told you I don't!","Hey, Ross!!! Ich sagte Ihnen, ich habe nicht!",Rachel,7,anger
2359,163,"Don't yell at me okay, this is the most I've seen you all week.","Schrei mich nicht an, ok, so oft habe ich dich die ganze Woche nicht gesehen.",Ross,14,sadness
2360,163,"Look, I cannot do this right now, okay, I've got a deadline, would you just go home, I'll talk to you later.","Ich kann das jetzt nicht. Ich habe eine Deadline. Geh nach Hause, wir reden später.",Rachel,22,neutral
2361,163,"Yeah, but wait...","Ja, aber warte...",Ross,3,neutral
2362,163,Good bye!,Mach's gut!,Rachel,2,neutral
2363,163,"Actually, that's our three hole punch.",Eigentlich ist das unser 3-Loch-Locher.,Sophie,6,neutral
2364,164,Oh yeah? When?,"Ach, ja? Wann?",Monica,3,surprise
2365,164,All right.,Na gut.,Chandler,2,neutral
2366,164,I'll tell you what.,Ich sag dir was.,Chandler,4,neutral
2367,164,"When we're 40, if neither one of us are married, what do you say you and I get together and have one?","Wenn wir 40 sind und keiner von uns verheiratet ist, was hältst du davon, wenn wir uns zusammentun und eins haben?",Chandler,22,neutral
2368,164,Why won't I be married when I'm 40?,"Warum werde ich nicht verheiratet sein, wenn ich 40 bin?",Monica,8,surprise
2369,164,"Oh, no, no. I just meant hypothetically.","Oh, nein, nein. Ich meinte nur hypothetisch.",Chandler,7,neutral
2370,164,"Ok, hypothetically, why won't I be married when I'm 40?","Ok, hypothetisch, warum werde ich nicht verheiratet sein, wenn ich 40 bin?",Monica,10,non-neutral
2371,164,"No, no, no.","Nein, nein, nein.",Chandler,3,neutral
2372,164,What is it? Is there something fundamentally unmarriable about me?,Was ist es denn? Gibt es etwas grundlegend Unheiratbares an mir?,Monica,10,non-neutral
2373,164,"Uh, uh.","Äh, äh.",Chandler,2,neutral
2374,164,Well?,Und?,Monica,1,surprise
2375,164,Dear God! This parachute is a knapsack!,Lieber Gott! Dieser Fallschirm ist ein Tornister!,Chandler,7,surprise
2376,164,Hey.,Hey!,Rachel,1,neutral
2377,164,"Hey. Ooh, look at you, dressy-dress.","Hey. Oh, sieh mal einer an, im schicken Kleid.",Phoebe,6,surprise
2378,164,Did you go home and change?,Bist du nach Hause gegangen und hast dich umgezogen?,Monica,6,surprise
2379,164,"Yeah, well, it's an important day. I wanna look nice. Um, has uh Dr. Franzblau been by?","Ja, nun, es ist ein wichtiger Tag. Ich will gut aussehen. Ähm, war Dr. Franzblau schon da?",Rachel,17,neutral
2380,164,"No, I haven't seen him.","Nein, ich habe ihn nicht gesehen.",Monica,5,neutral
2381,164,"Well, where is he? He is supposed to be here.  What if the baby needs him?","Wo ist er denn dann? Er sollte doch hier sein.  Was ist, wenn das Baby ihn braucht?",Rachel,16,surprise
2382,164,"Rachel, what is the deal with you and doctors, anyway? Was, like, your father a doctor?","Rachel, was ist das eigentlich mit dir und Ärzten? War dein Vater etwa Arzt?",Chandler,16,neutral
2383,164,"Yeah, why?","Ja, wieso?",Rachel,2,neutral
2384,164,No reason.,Nur so.,Chandler,2,neutral
2385,165,I'm the holiday armadillo! I'm a friend of Santa's and he sent me here to wish you  a Merry Christmas!,"Ich bin das Feiertagsgürteltier! Ich bin ein Freund vom Weihnachtsmann und er hat mich hergeschickt, um euch ein frohes Fest zu wünschen!",Ross,20,joy
