dialogue_id,utterance,utterance_de_deepl,speaker,utterance_len,label
193,"Look, you were right. She looks at me and sees a friend, that's all. But then I met Julie, and I don't know, we're havin' a great time. And I have to say, I never would've gone for it with her if it hadn't been for you.","Sieh mal, du hattest Recht. Sie sieht mich an und sieht einen Freund, das ist alles. Aber dann traf ich Julie, und ich weiß nicht, wir amüsieren uns prächtig. Und ich muss sagen, ohne dich hätte ich es nie mit ihr getrieben.",Ross Geller,47,sad
193,"Well, you owe me one, big guy.","Nun, du schuldest mir was, großer Junge.",Chandler Bing,7,powerful
193,Here's your lemonade.,Hier ist deine Limonade.,Rachel Green,3,neutral
193,I didn't order lemonade.,Ich habe keine Limonade bestellt.,Ross Geller,4,neutral
193,"Oh. Well then, you better go take that back because they're gonna charge you for that.","Ich habe keine Limonade bestellt. - Oh. Dann bringst du sie besser zurück, denn die werden dir das in Rechnung stellen.",Rachel Green,16,neutral
193,But...,Aber...,Ross Geller,1,neutral
193,"Go-go-go-go, come on! So uh, what did you find out?","Los, los, los, komm schon! Also, äh, was hast du herausgefunden?",Rachel Green,10,scared
193,"He said...he said, he said that they're having a great time. I'm sorry. But, the silver lining, if you wanna see it, is that he made the decision all by himself! Without any outside help whatsoever.","Er sagte... er sagte, dass sie eine tolle Zeit haben. Es tut mir leid, aber... Aber der Silberstreif am Horizont ist, dass er die Entscheidung ganz allein getroffen hat. Ohne jegliche Hilfe von außen.",Chandler Bing,36,sad
193,How is that the silver lining?,Wie kann das ein Silberstreif sein?,Rachel Green,6,mad
193,You have to really wanna see it.,Man muss es wirklich sehen wollen.,Chandler Bing,7,powerful
194,"You know, I think I was sixteen.","Weißt du, ich glaube, ich war sechzehn.",Joey Tribbiani,7,joyful
194,"Please, just a little bit off the back.","Bitte, nur ein kleines Stück vom Rücken.",Monica Geller,8,joyful
194,"I'm still on ""no.""","Ich bin immer noch auf ""Nein"".",Phoebe Buffay,4,powerful
194,"Uh, morning. Do you guys think you could close your eyes for just a sec?","Uh, Morgen. Könntet ihr mal kurz die Augen schließen?",Rachel Green,15,peaceful
194,"No-no-no-no-no, I'm not fallin' for that again.","Nein, nein, nein, darauf falle ich nicht noch mal rein.",Joey Tribbiani,7,scared
194,What's goin' on?,Was ist denn hier los?,Phoebe Buffay,3,mad
194,"Well, I sorta did a stupid thing last night.",Ich hab gestern Abend was Dummes gemacht.,Rachel Green,9,mad
194,What stupid thing did you do?,Was für eine Dummheit hast du gemacht?,Chandler Bing,6,mad
194,Bon giorno tutti!,Bon giorno tutti!,Paulo,3,powerful
194,Ewww!,Igitt!,Phoebe Buffay,1,powerful
195,"All right, that's it, I quit.","OK, das war's, ich kündige.",Phoebe Buffay,6,mad
195,What? I didn't say anything.,Was? Ich habe nichts gesagt.,Monica Geller,5,scared
195,"Yeah, but this isn't the face of a person who trusts a person. Ok, this is the face of a person who, you know, doesn't trust a person.","Ja, aber das ist nicht das Gesicht einer Person, die einer Person traut. Ok, das ist das Gesicht einer Person, die, du weißt schon, einer Person nicht vertraut.",Phoebe Buffay,28,mad
195,"I'm sorry. I'm sorry, Phoebe. It's just a little shorter than what we had discussed.","Es tut mir Leid, Phoebe. Es tut mir Leid, Phoebe. Es ist nur etwas kürzer, als wir es besprochen hatten.",Monica Geller,15,sad
195,Would you relax? I know what I am doing. This is how he wears it.,"Würdest du dich entspannen? Ich weiß, was ich tue. Das ist, wie er es trägt.",Phoebe Buffay,15,mad
195,How who wears it?,Wie wer es trägt?,Monica Geller,4,mad
195,Demi Moore.,Demi Moore.,Phoebe Buffay,2,neutral
195,Demi Moore is not a he.,Demi Moore ist kein Er.,Monica Geller,6,mad
195,"Well, he was a he in Arthur, and in Ten.","Nun, er war ein Er in Arthur und in Ten.",Phoebe Buffay,10,neutral
195,That's Dudley Moore. I said I wanted it like Demi Moore.,"Das ist Dudley Moore. Ich sagte, ich will es wie Demi Moore.",Monica Geller,11,mad
195,Oh. Oh!,(lacht) Oh. (lacht) Oh!,Phoebe Buffay,2,scared
195,Oh my God!,"Oh, mein Gott! Oh, mein Gott!",Monica Geller,3,scared
195,Oh my God!,Oh mein Gott! Oh mein Gott!,Phoebe Buffay,3,scared
195,Oh my God!,Oh mein Gott! Oh mein Gott!,Monica Geller,3,scared
195,"Oh my God! I'm sorry, I'm sorry. Which one's Demi Moore?","Oh, mein Gott! Oh, mein Gott! Es tut mir leid, es tut mir leid. Welche ist Demi Moore?",Phoebe Buffay,11,scared
195,"She's the actress that was in Disclosure, Indecent Proposal, Ghost!","Sie ist die Schauspielerin aus Disclosure, Indecent Proposal, Ghost!",Monica Geller,10,neutral
195,"Oh, she's got gorgeous hair.","Oh, sie hat wunderschönes Haar.",Phoebe Buffay,5,joyful
195,I know!,"Ja, ich weiß.",Monica Geller,2,mad
196,Even Mary Tyler Moore would've been better.,Selbst Mary Tyler Moore wäre besser gewesen.,Monica Geller,7,mad
196,"I like it. I do, I think it's a Ten.","Mir gefällt's. Ja, ich finde, es ist eine Zehn.",Ross Geller,10,joyful
196,Thank you. My hair is very amused.,Ich finde es eine Zehn. Danke. Mein Haar ist sehr amüsiert.,Monica Geller,7,mad
196,"Come on, Monica, things could be worse. You could get caught between the moon and New York City. I know it's crazy, but it's true.","Komm schon, Monica, es könnte schlimmer sein. Du könntest zwischen dem Mond und New York City gefangen werden. Ich weiß, es ist verrückt, aber es ist wahr.",Chandler Bing,25,joyful
196,Thank you.,"Ich weiß, es ist verrückt, aber es ist wahr. Danke.",Phoebe Buffay,2,joyful
196,"Well, I gotta go. Bye. Bye, Rach.","Also, ich muss los. Bis dann. Tschüss, Rach.",Ross Geller,7,joyful
196,"Wait, are you leaving?","Warten Sie, sind Sie verlassen?",Rachel Green,4,scared
196,"Yeah, that's kinda what I meant by ""bye!""","Ja, das ist eine Art, was ich mit ""bye"" gemeint!",Ross Geller,8,mad
196,"Well, can I talk to you for a sec?","Nun, kann ich mit Ihnen reden für eine Sekunde?",Rachel Green,9,scared
196,Okay.,"Ja, klar.",Ross Geller,1,neutral
196,"Hey, when the doctor does that hernia test...","Hey, wenn der Arzt tut, dass Hernie-Test ....",Joey Tribbiani,8,scared
196,That's ok.,Das ist okay.,Chandler Bing,2,peaceful
196,What's goin' on?,Was geht hier vor?,Ross Geller,3,scared
196,"Well, first of all, Paulo and I are not back together. It was just a stupid thing I did, and if I could go back in time and do it again, well, I wouldn't. Um, second of all , what?","Na ja, zuerst mal sind Paulo und ich nicht wieder zusammen. Es war nur eine dumme Sache, die ich da gemacht habe, und wenn ich in der Zeit zurückgehen und es wieder tun könnte, na ja, ich würde es nicht tun. Äh, und zweitens, was?",Rachel Green,40,mad
196,"Ok. Well, before I say anything, I just need to know, is this one of those things where you break up with a guy, and then I tell you what I think, and then the next day you get back together with the guy, and I look like a complete idiot?","Okay, bevor ich etwas sage. Bevor ich etwas sage, muss ich wissen, ob das so eine Sache ist, wo du mit einem Kerl Schluss machst und ich dir dann sage, was ich denke, und am nächsten Tag kommst du wieder mit dem Kerl zusammen und ich stehe wie ein kompletter Idiot da?",Ross Geller,51,scared
196,No. No-no-no-no.,"Nein. Nein, nein, nein, nein.",Rachel Green,2,powerful
196,"Well, then, I think, I think the guy is scum. I hate him. I mean I actuallyI-I physically hate him. I always have. You are way too good to be with a guy like that.","Nun, dann denke ich, dass der Kerl Abschaum ist. Ich hasse ihn. Ich meine, ich hasse ihn wirklich, ich hasse ihn körperlich. Das habe ich schon immer. Du bist viel zu gut, um mit so einem Typen zusammen zu sein.",Ross Geller,35,mad
196,Really?,"Du bist viel zu gut, um mit so einem Kerl zusammen zu sein. - Wirklich?",Rachel Green,1,peaceful
196,"You deserve to be with someone who appreciates you, and who gets how funny and sweet and amazing, and adorable, and sexy you are, you know? Someone who wakes up every morning thinking ""Oh my god, I'm with Rachel"". You know, someone who makes you feel good, the way I am with Julie. Was there a second of all?","Du verdienst es, mit jemandem zusammen zu sein, der dich schätzt und der versteht, wie witzig und süß und erstaunlich und hinreißend und sexy du bist, weißt du? Jemand, der jeden Morgen aufwacht und denkt: ""Oh mein Gott, ich bin mit Rachel zusammen"". Du weißt schon, jemand, bei dem du dich gut fühlst, so wie ich bei Julie. Gab es eine Sekunde von allem?",Ross Geller,59,peaceful
196,"No, I think that was the whole all.","Nein, ich denke, das war das ganze ""alles"".",Rachel Green,8,sad
196,Okay. Okay. Okay.,"Okay, okay. Okay, okay. Okay. Okay.",Ross Geller,3,joyful
196,"I swear to god, Dad. That's not how they measure pants.","Ich schwöre bei Gott, Dad. So werden Hosen nicht gemessen.",Joey Tribbiani,11,mad
197,"I was thinking of doing it a little shorter, you know, like Andie McDowell's new haircut?","Ich dachte daran, sie etwas kürzer zu machen, so wie Andie McDowells neuer Haarschnitt?",Julie,16,neutral
197,"Oh yeah! Oh, I can do that.","Oh, ja. Oh, das kann ich machen.",Phoebe Buffay,7,joyful
197,Really?,Ich kann das. Wirklich?,Julie,1,joyful
197,You wanna do it right now?,Du willst es jetzt gleich machen?,Phoebe Buffay,6,scared
197,Great!,"Ja, klar.",Julie,1,joyful
197,"Ok, I just wanna be really sure this time. Andie McDowell's the girl from Four Weddings and a Funeral, right?","Ok, ich will nur dieses Mal wirklich sicher sein. Andie McDowell ist das Mädchen aus Vier Hochzeiten und ein Todesfall, richtig?",Phoebe Buffay,20,scared
197,No. No no no no no. That's Rodney McDowell. Andie McDowell is the guy from Planet of the Apes.,"Nein. Nein, nein, nein, nein, nein. Das ist Rodney McDowell. Andie McDowell ist der Typ aus Planet der Affen.",Rachel Green,19,peaceful
197,"Oh, yeah. Ok, thank you.","Ach so, ja. Ok, danke.",Phoebe Buffay,5,peaceful
197,You're welcome.,Nichts zu danken.,Rachel Green,2,neutral
198,"Ok, these were unbelievably expensive, and I know he's gonna grow out of them in like, 20 minutes, but I couldn't resist.","Ok, die waren unglaublich teuer, und ich weiß, dass er in 20 Minuten rauswächst, aber ich konnte nicht widerstehen.",Monica Geller,22,joyful
198,"Oh, look at these! Hey, Ben. Just do it. Oh my God, oh, ok, was that too much pressure for him?","Oh, sieh dir die an! Hey, Ben. Tu es einfach. Oh mein Gott, oh, ok, war das zu viel Druck für ihn?",Phoebe Buffay,21,joyful
198,"Oh, is he hungry already?","Oh, ist er schon hungrig?",Susan Bunch,5,neutral
198,I guess so.,"Ja, ich denke schon.",Carol Willick,3,neutral
198,"You know, it's... something funny about sneakers. I'll be right back.","Weißt du, es ist... etwas komisch mit Turnschuhen. Ich bin gleich wieder da.",Chandler Bing,11,neutral
198,"I gotta get one, too.",Ich muss mir auch einen holen.,Joey Tribbiani,5,neutral
198,What are you guys doing?,Was macht ihr hier?,Ross Geller,5,scared
198,We're just hanging out by the spoons. Ladle?,Wir hängen nur bei den Löffeln rum. Löffel?,Chandler Bing,8,neutral
198,"Look, would you guys grow up? That is the most natural beautiful thing in the world.",Seid doch mal erwachsen. Das ist die natürlichste und schönste Sache der Welt.,Ross Geller,16,mad
198,"Yeah, we know, but there's a baby suckin' on it.","Ja, wissen wir, aber da ist ein Baby, das daran nuckelt.",Joey Tribbiani,10,neutral
198,"This is my son having lunch, ok? It's gonna happen a lot, so you'd better get used to it. Now if you have any problem with it, if you're uncomfortable, just ask questions. Carol's fine with it, now come on.","Das ist mein Sohn beim Mittagessen, ok? Das wird noch oft passieren, also gewöhnt euch lieber daran. Wenn du ein Problem damit hast, wenn du dich unwohl fühlst, frag einfach. Carol hat kein Problem damit, jetzt komm schon.",Ross Geller,40,mad
198,Carol?,Carol?,Ross Geller,1,neutral
198,Carol? I was just wondering if Joey could ask you a question about breast-feeding?,"Carol? Ich wollte nur fragen, ob Joey dir eine Frage zum Stillen stellen kann?",Chandler Bing,14,neutral
198,Sure.,"Ja, natürlich.",Carol Willick,1,neutral
198,"Uh, does it hurt?","Äh, tut es weh?",Joey Tribbiani,4,scared
198,"It did at first, but not anymore.","Am Anfang schon, aber jetzt nicht mehr.",Carol Willick,7,neutral
198,Chandler?,Chandler?,Joey Tribbiani,1,neutral
198,"So, uh, how often can you do it?","Und, äh, wie oft können Sie es machen?",Chandler Bing,8,scared
198,As much as he needs.,"So oft, wie er es braucht.",Carol Willick,5,neutral
198,"Ok, I got one, I got one. Uh, if he blows into one, does the other one get bigger?","Ok, ich habe eine, ich habe eine. Äh, wenn er in eine pustet, wird dann die andere größer?",Joey Tribbiani,19,joyful
199,"Rachel, do you have any muffins left?","Rachel, hast du noch Muffins übrig?",Julie,7,neutral
199,"Yeah, I forget which ones.","Ja, ich habe vergessen, welche.",Rachel Green,5,neutral
199,"Oh, you're busy, that's ok, I'll get it. Anybody else want one?","Oh, du bist beschäftigt, das ist ok, ich hole sie. Möchte noch jemand einen?",Julie,12,neutral
199,No thanks.,"Nein, danke.",#ALL#,2,neutral
199,"Oh, you're losin' your apron here, let me get it. There you go.","Oh, du verlierst deine Schürze, lass mich sie holen. Hier, bitte.",Julie,13,neutral
199,Thank you. What a bitch.,Ich danke dir. Was für eine Schlampe.,Rachel Green,5,mad
199,"Oh, listen you guys. I have this friend at Bloomingdale's who's quitting tomorrow and he wants to abuse his discount. So, anyone want to come with me and take advantage of it?","Oh, hört mal, Leute. Ich habe einen Freund bei Bloomingdale's, der morgen kündigt und seinen Rabatt ausnutzen will. Also, will jemand mit mir kommen und das ausnutzen?",Julie,32,neutral
199,"I can't, I have to take my grandmother to the vet.","Ich kann nicht, ich muss meine Großmutter zum Tierarzt bringen.",Phoebe Buffay,11,neutral
199,"Ok, um, I'll go with you.","Ok, ähm, ich komme mit dir.",Monica Geller,6,neutral
199,Great.,Gut.,Julie,1,joyful
199,"Hi, honey.","Hi, Schatz.",Ross Geller,2,joyful
199,"Hey, sweetums.","Hey, ihr Süßen.",Chandler Bing,2,joyful
199,Hello to the rest.,Hallo an die anderen.,Ross Geller,4,neutral
199,Hi!,Hi!,#ALL#,1,joyful
199,Monica what're you doin'? You can't go shopping with her? What about Rachel?,"Monica, was machst du da? Kannst du nicht mit ihr einkaufen gehen? Was ist mit Rachel?",Joey Tribbiani,13,neutral
199,"It's gonna be a problem, isn't it?","Das wird ein Problem sein, nicht wahr?",Monica Geller,7,neutral
199,"Come on, you're going to Bloomingdale's with Julie? That's like cheating on Rachel in her house of worship.","Komm schon, du gehst mit Julie zu Bloomingdale's? Das ist, als würde ich Rachel in ihrem Gotteshaus betrügen.",Chandler Bing,18,mad
199,But I'm...,Aber ich bin...,Monica Geller,2,neutral
199,"Monica, she will kill you. She will kill you like a dog in the street.","Monica, sie wird dich umbringen. Sie wird dich umbringen wie einen Hund auf der Straße.",Phoebe Buffay,15,scared
199,"So, uh, Jules tells me you guys are going shopping tomorrow?","Also, äh, Jules hat mir erzählt, dass ihr morgen shoppen gehen wollt?",Ross Geller,11,neutral
199,"Yeah, uh, it's actually not that big a deal.","Ja, äh, eigentlich ist das keine große Sache.",Monica Geller,9,neutral
199,"It's a big deal to me. This is great, Monica. I really appreciate this.","Für mich ist es eine große Sache. Das ist großartig, Monica. Ich weiß das wirklich zu schätzen.",Ross Geller,14,joyful
199,You're welcome.,Gern geschehen.,Monica Geller,2,neutral
199,"Woof, woof.","Wuff, wuff.",Phoebe Buffay,2,neutral
200,Bijan for men? Bijan for men? Bijan for men? Hey Annabelle.,"Bijan für Männer? Bijan für Männer? Bijan für Männer? Hey, Annabelle.",Joey Tribbiani,11,joyful
200,"Hey, Joey. So did you hear about the new guy?","Hey, Joey. Hast du schon von dem Neuen gehört?",Annabelle,10,neutral
200,Who?,Von wem?,Joey Tribbiani,1,scared
200,Nobody knows his name. Me and the girls just call him the Hombre man.,Keiner kennt seinen Namen. Ich und die Mädels nennen ihn einfach den Hombre-Mann.,Annabelle,14,joyful
200,Hombre?,Hombre?,Hombre Man,1,neutral
200,What's he doin' in my section?,Was macht er in meinem Bereich?,Joey Tribbiani,6,scared
200,I guess he doesn't know.,"Ich schätze, er weiß es nicht.",Annabelle,5,neutral
200,"Well, he's gonna. I'll see you a little later, ok? Hey, how ya doin'?","Nun, das wird er. Wir sehen uns später, ok? Hey, wie geht's dir?",Joey Tribbiani,14,mad
200,Mornin'.,Guten Morgen.,Hombre Man,1,neutral
200,"Listen, I know you're new, but it's kinda understood that everything from Young Men's to the escalator is my territory.","Ich weiß, du bist neu, aber alles von Young Men's bis zur Rolltreppe ist mein Gebiet.",Joey Tribbiani,20,mad
200,"Your territory, huh?","Dein Gebiet, ja?",Hombre Man,3,mad
200,Yeah. Bijan for men?,"Ja, genau. Bijan für Männer?",Joey Tribbiani,4,powerful
200,No thanks.,"Nein, danke.",Guy,2,neutral
200,Hombre?,Hombre?,Hombre Man,1,neutral
200,Yeah. All right.,"Ja, danke. Ja, klar.",Guy,3,joyful
200,You were saying?,Was hast du gesagt?,Hombre Man,3,powerful
201,"Phoebe, listen. You were with me, and we were shopping all day.","Phoebe, hör zu. Du warst bei mir, und wir waren den ganzen Tag einkaufen.",Monica Geller,12,neutral
201,What?,Und was?,Phoebe Buffay,1,neutral
201,"We were shopping, and we had lunch.","Wir waren einkaufen, und wir haben zu Mittag gegessen.",Monica Geller,7,neutral
201,"Oh, all right. What did I have?","Ach so, na gut. Was habe ich gegessen?",Phoebe Buffay,7,neutral
201,You had a salad.,Du hattest einen Salat.,Monica Geller,4,neutral
201,"Oh, no wonder I don't feel full.","Oh, kein Wunder, dass ich mich nicht satt fühle.",Phoebe Buffay,7,neutral
201,"Hey, guys, what's up.","Hey, Leute, was ist los.",Rachel Green,4,neutral
201,"I went shopping with Monica all day, and I had a salad.","Ich ging einkaufen mit Monica den ganzen Tag, und ich hatte einen Salat.",Phoebe Buffay,12,neutral
201,"Good, Pheebs. What'd you buy?","Gut, Pheebs. Was hast du gekauft?",Rachel Green,5,neutral
201,"Um, we went shopping for um, for, fur.","Ähm, wir waren einkaufen, ähm, für Pelz.",Phoebe Buffay,8,scared
201,You went shopping for fur?,Sie ging einkaufen für Pelz?,Rachel Green,5,neutral
201,"Yes, and then I realized I'm against that, and uh, so then we bought some, uh, boobs.","Ja, und dann merkte ich, dass ich dagegen bin, und, äh, dann kauften wir ein paar, äh, Brüste.",Phoebe Buffay,17,scared
201,You bought boobs?,Ihr habt Brüste gekauft?,Rachel Green,3,neutral
201,Bras! We bought bras! We bought bras.,BHs! Wir haben BHs gekauft! Wir haben Büstenhalter gekauft.,Phoebe Buffay,7,scared
202,"Bijan for men? Bijan for men? Bijan for... Hey, Annabelle, Uh, listen, I was wondering if maybe after work you and I could go maybe grab a cup of coffee.","Bijan für Männer? Bijan für Männer? Bijan für... Hey, Annabelle, hör mal, ich habe mich gefragt, ob du und ich nach der Arbeit vielleicht einen Kaffee trinken gehen könnten.",Joey Tribbiani,30,scared
202,"Oh, actually I sorta have plans.","Oh, eigentlich habe ich schon etwas vor.",Annabelle,6,sad
202,"Ready, Annabelle?","Fertig, Annabelle?",Hombre Man,2,neutral
202,You bet. Maybe some other time?,Aber sicher. Vielleicht ein anderes Mal?,Annabelle,6,neutral
202,"Hey, it's not the first time I lost a girl to a cowboy spraying cologne. Bijan for men? Bijan for men?!","Hey, es ist nicht das erste Mal, dass ich ein Mädchen an einen Cowboy verloren habe, der Parfüm versprüht. Bijan für Männer? Bijan für Männer?!",Joey Tribbiani,21,joyful
203,"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.","Okay, und das ist Funny Clown. Funny Clown ist nur für nach seinem Mittagsschlaf, nicht davor, sonst schläft er nicht.",Carol Willick,22,joyful
203,"Carol, we've been through this before, ok? We have a good time. We laugh, we play. It's like we're father and son.","Carol, wir haben das schon mal durchgemacht, ok? Wir haben eine gute Zeit. Wir lachen, wir spielen. Es ist, als ob wir Vater und Sohn wären.",Ross Geller,22,powerful
203,"Honey, relax. Ross is great with him. Don't look so surprised. I'm a lovely person.","Schatz, entspann dich. Ross ist toll mit ihm. Schauen Sie nicht so überrascht. Ich bin ein reizender Mensch.",Susan Bunch,15,joyful
203,"Oh, this is so cute.","Oh, das ist so süß.",Rachel Green,5,joyful
203,"Oh, I got that for him.","Oh, ich habe das für ihn.",Susan Bunch,6,joyful
203,My mommies love me. That's clever.,Meine Mommies lieben mich. Das ist schlau.,Ross Geller,6,joyful
203,"Hello? Oh, Hi, Ju Hi, Jew! Uh huh? Uh huh? Ok. Um, sure, that'd be great. See ya then. Bye.","Hallo? Oh, hi, Ju Hi, Jude! Hm-hm? Hm, hm? Ja, gut. Ähm, klar, das wäre toll. Wir sehen uns dann. Bis dann. - Bis dann.",Monica Geller,20,powerful
203,"Did you just say Hi, Jew?","Hast du gerade Hallo gesagt, Jude?",Rachel Green,6,neutral
203,"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.","Ja. Äh, ja, das habe ich. Das war mein Freund, Eddie Moskowitz. Ja, er mag es. Er bekräftigt seinen Glauben.",Monica Geller,18,joyful
204,"Ben, dinner!","Ben, Abendessen!",Phoebe Buffay,2,joyful
204,"Thanks Aunt Pheebs. Hey, you didn't microwave that, did you, because it's breast milk, and you're not supposed to do that.","Danke, Tante Pheebs. Hey, du hast das nicht in die Mikrowelle getan, oder? Das ist Muttermilch, und das darf man nicht.",Ross Geller,21,scared
204,"Duh, I think I know how to heat breast milk. Ok.","Ich glaube, ich weiß, wie man Muttermilch erhitzt. Okay. Was hast du gerade getan?",Phoebe Buffay,11,powerful
204,What did you just do?,Was hast du gerade gemacht?,Chandler Bing,5,mad
204,"I licked my arm, what?","Ich habe meinen Arm abgeleckt, was?",Phoebe Buffay,5,powerful
204,It's breast milk.,Es ist Muttermilch.,Ross Geller,3,mad
204,So?,"Ja, und?",Phoebe Buffay,1,neutral
204,"Phoebe, that is juice, squeezed from a person.","Phoebe, das ist Saft, der aus einem Menschen gepresst wurde.",Rachel Green,8,powerful
204,What is the big deal?,Was ist denn so schlimm daran?,Joey Tribbiani,5,powerful
204,What did you just do?,Was hast du gerade getan?,Chandler Bing,5,scared
204,"Ok, would people stop drinking the breast milk?","Ok, würden die Leute aufhören, die Muttermilch zu trinken?",Ross Geller,8,mad
204,You won't even taste it?,Du willst sie nicht mal schmecken?,Phoebe Buffay,5,peaceful
204,No!,Nein!,Ross Geller,1,mad
204,Not even if you just pretend that it's milk?,"Auch nicht, wenn man nur so tut, als wäre es Milch?",Phoebe Buffay,9,peaceful
204,Not even if Carol's breast had a picture of a missing child on it.,"Nicht mal, wenn auf Carols Brust das Bild eines vermissten Kindes wäre.",Ross Geller,14,neutral
205,"Hi, who's this? Hi, Joanne. Is Rachel working? It's Monica. Yes, I know I did a horrible thing. Joanne, it's not as simple as all that, ok? No, I don't care what Steve thinks. Hi, Steve.","Hallo, wer ist das? Hallo, Joanne. Ist Rachel bei der Arbeit? Ich bin's, Monica. Ja, ich weiß, ich habe etwas Schreckliches getan. Joanne, so einfach ist das nicht, ok? Nein, es ist mir egal, was Steve denkt. Hi, Steve.",Monica Geller,36,sad
205,Hey!,"Hallo, Steve!",Carol Willick,1,joyful
205,How did we do?,Wie ist es uns ergangen?,Carol Willick,4,neutral
205,"Oh, I tasted Ben's milk, and Ross freaked out.","Oh, ich habe Bens Milch gekostet und Ross ist ausgeflippt.",Phoebe Buffay,9,neutral
205,I did not freak out.,Ich habe nicht ausflippen.,Ross Geller,5,neutral
205,Why'd you freak out?,Warum hast du ausgeflippt?,Carol Willick,4,neutral
205,Because it's breast milk. It's gross.,Weil es Muttermilch ist. Es ist ekelhaft.,Ross Geller,6,scared
205,My breast milk is gross?,Meine Muttermilch ist eklig?,Carol Willick,5,mad
205,This should be fun.,Das sollte lustig werden.,Susan Bunch,4,neutral
205,"No, no, Carol. There's nothing wrong with it. I just, I just don't think breast milk is for adults.","Nein, nein, Carol. Es ist nichts Schlimmes daran. Ich finde nur, dass Muttermilch nichts für Erwachsene ist.",Ross Geller,19,neutral
205,Of course the packaging does appeal to grown-ups and kids alike.,Natürlich spricht die Verpackung Erwachsene und Kinder gleichermaßen an.,Chandler Bing,11,neutral
205,"Ross, you're being silly. I've tried it, it's no big deal. Just taste it.","Ross, du bist albern. Ich habe sie probiert, es ist keine große Sache. Probieren Sie es einfach.",Carol Willick,14,neutral
205,That would be no.,Das wäre ein Nein.,Ross Geller,4,scared
205,Come on. It doesn't taste bad.,"Ach, komm schon. Es schmeckt nicht schlecht.",Phoebe Buffay,6,neutral
205,"Yeah, it's kinda sweet, sorta like, uh...","Ja, es ist irgendwie süß, wie, äh...",Joey Tribbiani,7,neutral
205,Cantaloupe juice.,Cantaloupe-Saft.,Susan Bunch,2,neutral
205,Exactly.,Ganz genau.,Joey Tribbiani,1,neutral
205,You've tasted it? You've tasted it.,Hast du ihn probiert? Du hast es probiert.,Ross Geller,6,scared
205,Uh huh.,Hm.,Susan Bunch,2,neutral
205,"Oh, you've tasted it.","Oh, du hast ihn gekostet.",Ross Geller,4,neutral
205,"You can keep saying it, but it won't stop being true.","Du kannst es immer wieder sagen, aber es wird nicht aufhören, wahr zu sein.",Susan Bunch,11,neutral
205,Gimme the bottle. Gimme the towel.,Gib mir die Flasche. Gib mir das Handtuch.,Ross Geller,6,neutral
206,Howdy.,Howdy.,Chandler Bing,1,joyful
206,"Gimme a box a juice. Well, they switched me over to Hombre.",Gib mir eine Kiste Saft. Sie haben mich mit Hombre verwechselt.,Joey Tribbiani,12,neutral
206,"Well, maybe it's because of the way you're dressed.","Vielleicht liegt es daran, wie du angezogen bist.",Chandler Bing,9,neutral
206,"Or maybe it's because this guy's doing so good they wanna put more people on it. You should see this guy, Chandler, he goes through two bottles a day.","Oder vielleicht, weil der Typ so gut ist, dass sie mehr Leute darauf ansetzen wollen. Du solltest diesen Kerl sehen, Chandler, er trinkt 2 Flaschen am Tag.",Joey Tribbiani,29,sad
206,What do you care? You're an actor. This is your day job. This isn't supposed to mean anything to you.,Was kümmert es dich? Sie sind ein Schauspieler. Dies ist Ihr Tagesjob. Das sollte nicht alles für Sie bedeuten.,Chandler Bing,20,mad
206,"I know, but, I was the best, you know? I liked being the best. I don't know. Maybe I should just get outta the game. They need guys up in housewares to serve cheese.","Ich weiß, aber ich war der Beste, weißt du? Ich mochte es, der Beste zu sein. Ich weiß nicht. Vielleicht sollte ich Vielleicht sollte ich einfach aussteigen. Sie brauchen Leute in der Haushaltswarenbranche, die Käse servieren.",Joey Tribbiani,34,mad
206,"All right, say you do that. You know sooner or later somebody's gonna come along that slices a better cheddar. And then where're you gonna run?","Na gut, sagen wir, du machst das. Früher oder später wird jemand kommen, der einen besseren Cheddar schneidet. Und wohin willst du dann rennen?",Chandler Bing,26,neutral
206,Yeah I guess you're right.,"Ja, da hast du wohl recht.",Joey Tribbiani,5,peaceful
206,You're damn right I'm right. I say you show this guy what you're made of. I say you stand your ground. I say you show him that you are the baddest hombre west of the lingerie.,"Verdammt richtig, ich habe Recht. Ich sage, du zeigst dem Kerl, woraus du gemacht bist. Ich sage, du stehst deinen Mann. Ich sage, du zeigst ihm, dass du der härteste Hombre westlich der Wäsche bist.",Chandler Bing,36,mad
206,I'm gonna do it.,Ich werde es tun.,Joey Tribbiani,4,powerful
206,All right. Now go see Miss Kitty and she'll fix you up with a nice hooker.,Ich werde es tun. - Okay. Jetzt geh zu Miss Kitty und sie wird dir eine nette Nutte besorgen.,Chandler Bing,16,joyful
207,I don't know what else to say.,"Ich weiß nicht, was ich noch sagen soll.",Monica Geller,7,sad
207,"Well that works out good, because I'm not listening.","Das ist auch gut so, denn ich höre nicht zu.",Rachel Green,9,powerful
207,"I feel terrible, I really do.","Ich fühle mich furchtbar, das tue ich wirklich.",Monica Geller,6,sad
207,"Oh, I'm sorry, did my back hurt your knife?","Oh, tut mir leid, hat mein Rücken dein Messer verletzt?",Rachel Green,9,mad
