,sr no.,utterance,utterance_de,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
2758,2919,"Yeah, you wish.","Ja, Sie wünschen.",Chandler,neutral,neutral,293,11,6,21,"0:13:30,559","0:13:31,701"
2759,2920,"""You wish.""","""Das hättest du wohl gerne.""",Phoebe,joy,positive,293,12,6,21,"0:13:31,701","0:13:32,736"
2760,2921,Why are you yelling?,Warum schreist du?,Paul,joy,positive,294,0,6,22,"0:12:39,216","0:12:40,259"
2761,2922,"Whoa, that","Whoa, das",Rachel,neutral,neutral,294,1,6,22,"0:12:40,259","0:12:40,871"
2762,2923,"Whoa-whoa, what is it?","Whoa-whoa, was ist das?",Joey,surprise,negative,295,0,7,11,"00:13:45,908","00:13:47,075"
2763,2924,Well… It’s a date.,Nun... Es ist ein Datum.,Phoebe,neutral,neutral,295,1,7,11,"00:13:48,077","00:13:50,995"
2764,2925,A date?!,Ein Treffen?!,Joey,surprise,negative,295,2,7,11,"00:13:51,163","00:13:53,000"
2765,2926,"No, no Pheebs you-you must be mistaken, because I know you wouldn’t schedule a date on the same night you have plans with a friend!","Nein, nein, Pheebs du – du musst dich irren, denn ich weiß, du würdest kein Date in derselben Nacht vereinbaren, in der du Pläne mit einem Freund hast!",Joey,surprise,positive,295,3,7,11,"00:13:51,163","00:13:58,670"
2766,2927,"Come on Joey, don’t make me feel badly about this.","Komm schon, Joey, mach mir deswegen kein schlechtes Gewissen.",Phoebe,sadness,negative,295,4,7,11,"00:13:58,838","00:14:00,713"
2767,2928,"No, I’m gonna!!","Nein, ich werde!!",Joey,anger,negative,295,5,7,11,"00:14:00,881","00:14:02,423"
2768,2929,That’s right!,Das stimmt!,Joey,anger,negative,295,6,7,11,"00:14:03,968","00:14:06,261"
2769,2930,"Yeah, you made me feel really guilty about goin’ out with that girl!","Ja, du hast mir wirklich ein schlechtes Gewissen gemacht, weil ich mit diesem Mädchen ausgegangen bin!",Joey,anger,negative,295,7,7,11,"00:14:06,428","00:14:07,762"
2770,2931,Like-like-like I did something terrible to you!,Like-like-like habe ich dir etwas Schreckliches angetan!,Joey,anger,negative,295,8,7,11,"0:14:07,930","0:14:09,849"
2771,2932,"And now Pheebs, you’re doing the same thing!","Und jetzt, Pheebs, machst du dasselbe!",Joey,anger,negative,295,9,7,11,"0:14:09,849","0:14:11,778"
2772,2933,That—It’s not the same thing! This is,Das – Es ist nicht dasselbe! Das ist,Phoebe,anger,negative,295,10,7,11,"00:14:11,892","00:14:14,602"
2773,2934,"Okay, well my girl from the other night was special. She was a scientist too!","Okay, mein Mädchen von der anderen Nacht war etwas Besonderes. Sie war auch Wissenschaftlerin!",Joey,anger,negative,295,11,7,11,"00:14:19,733","00:14:23,319"
2774,2935,She was?,Sie war?,Phoebe,surprise,negative,295,12,7,11,"00:14:22,069","00:14:23,319"
2775,2936,"Well, she graduated from high school!","Nun, sie hat die High School abgeschlossen!",Joey,anger,negative,295,13,7,11,"00:14:23,737","00:14:26,364"
2776,2937,"Okay, whatever.","Okay, wie auch immer.",Phoebe,joy,positive,295,14,7,11,"0:14:27,366","0:14:28,708"
2777,2938,Y’know what?,Weißt du was?,Phoebe,neutral,neutral,295,15,7,11,"0:14:28,708","0:14:28,967"
2778,2939,"I don’t have time to convince you because he’s only here for four hours, and I’m gonna go see him!","Ich habe keine Zeit, dich zu überzeugen, weil er nur vier Stunden hier ist, und ich werde ihn besuchen!",Phoebe,anger,negative,295,16,7,11,"00:14:29,076","00:14:32,787"
2779,2940,Fine!,Fein!,Joey,anger,negative,295,17,7,11,"0:14:32,955","0:14:33,667"
2780,2941,Yeah!,Ja!,Phoebe,anger,negative,295,18,7,11,"0:14:33,667","0:14:34,059"
2781,2942,Fine!,Fein!,Joey,anger,negative,295,19,7,11,"0:14:34,059","0:14:34,602"
2782,2943,Yeah!,Ja!,Phoebe,anger,negative,295,20,7,11,"0:14:34,602","0:14:35,853"
2783,2944,"What are you still doin’ here?! I told you, lobster ravioli!","Was machst du noch hier?! Ich habe dir doch gesagt, Hummerravioli!",Joey,anger,negative,295,21,7,11,"00:14:37,001","00:14:40,753"
2784,2945,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.","Tut mir leid, dass ich zu spät bin, ich saß bei der Arbeit fest. Da war dieser große Dinosaurier... Ding... sowieso.",Ross,neutral,neutral,296,0,1,2,"00:14:38,085","00:14:41,546"
2785,2946,Hi.,Hallo.,Susan,neutral,neutral,296,1,1,2,"00:14:42,631","00:14:44,173"
2786,2947,"Ross, you remember Susan.","Ross, du erinnerst dich an Susan.",Carol,neutral,neutral,296,2,1,2,"0:14:44,758","0:14:46,690"
2787,2948,How could I forget?,Wie könnte ich vergessen?,Ross,surprise,positive,296,3,1,2,"0:14:46,690","0:14:47,832"
2788,2949,Ross.,Ross.,Susan,neutral,neutral,296,4,1,2,"0:14:47,832","0:14:47,971"
2789,2950,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",Hallo Susanne. Guter Shake. Guter Shake. Also warten wir nur auf...?,Ross,anger,negative,296,5,1,2,"00:14:49,471","00:14:56,728"
2790,2951,Dr. Oberman.,Dr. Obermann.,Carol,neutral,neutral,296,6,1,2,"0:14:56,937","0:14:57,829"
2791,2952,..Dr. Oberman. Okay. And is he-,..DR. Obermann. Okay. Und ist er-,Ross,neutral,neutral,296,7,1,2,"0:14:57,829","0:14:59,285"
2792,2953,She.,Sie.,Susan,neutral,neutral,296,8,1,2,"00:14:59,440","00:15:01,983"
2793,2954,"-she, of course, she- uh- familiar with our.. special situation?","-sie, natürlich, sie- äh- vertraut mit unserer.. besonderen Situation?",Ross,neutral,neutral,296,9,1,2,"00:14:59,440","00:15:07,196"
2794,2955,"Yes, and she's very supportive.","Ja, und sie unterstützt mich sehr.",Carol,neutral,neutral,296,10,1,2,"00:15:07,406","00:15:09,240"
2795,2956,"Okay, that's great.  No, I'm- Oh.","Okay, das ist großartig. Nein, ich bin- Oh.",Ross,joy,positive,296,11,1,2,"00:15:09,450","00:15:14,704"
2796,2957,Thanks.,Vielen Dank.,Carol,neutral,neutral,296,12,1,2,"00:15:15,706","00:15:17,165"
2797,2958,"Quack, quack..","Quak, Quak..",Ross,neutral,neutral,296,13,1,2,"00:15:31,680","00:15:32,889"
2798,2959,Ross? That opens my cervix.,Ross? Das öffnet meinen Gebärmutterhals.,Carol,surprise,positive,296,14,1,2,"00:15:35,309","00:15:38,937"
2799,2960,Barry?,Barry?,Rachel,surprise,positive,296,15,1,2,"0:15:45,778","0:15:46,279"
2800,2961,C'mon in.,Komm rein.,Barry,neutral,neutral,296,16,1,2,"0:15:46,279","0:15:48,348"
2801,2962,Are you sure?,Bist du sicher?,Rachel,surprise,positive,296,17,1,2,"00:15:48,489","00:15:49,447"
2802,2963,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.","Ja! Es ist in Ordnung, es ist in Ordnung. Robbie wird stundenlang hier sein.",Barry,neutral,neutral,296,18,1,2,"00:15:49,657","00:15:52,116"
2803,2964,Huh?!,Hä?!,Robbie,surprise,negative,296,19,1,2,"00:15:52,326","00:15:53,493"
2804,2965,"So, how ya doin?","Also, wie geht es dir?",Barry,neutral,neutral,296,20,1,2,"00:15:56,705","00:15:58,414"
2805,2967,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,"Benutzt sie die Tassen? Ja! Ich glaube, sie tut es. Benutzt sie die Teller? Ja! Ich glaube, sie tut es.",Monica,neutral,neutral,297,0,4,20,"00:08:33,763","00:08:37,599"
2806,2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!","Oh. Vielen Dank. Ohhh, vielen Dank. Oh, danke, dass du gekommen bist. Äh, nur eine Sekunde!",Monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114"
2807,2969,"No-no, let me in!","Nein-nein, lass mich rein!",Phoebe,anger,negative,297,2,4,20,"0:08:59,872","0:09:02,083"
2808,2970,Phoebe?,Phoebe?,Monica,neutral,neutral,297,3,4,20,"0:09:02,083","0:09:02,623"
2809,2971,Yeah!,Ja!,Phoebe,joy,positive,297,4,4,20,"00:09:02,708","00:09:03,917"
2810,2972,Can you just hold on for one minute?,Können Sie einfach eine Minute durchhalten?,Monica,neutral,neutral,297,5,4,20,"00:09:04,085","00:09:05,794"
2811,2973,"No, you have to let me in right now!!","Nein, du musst mich sofort reinlassen!!",Phoebe,joy,positive,297,6,4,20,"00:09:05,962","00:09:08,213"
2812,2974,Are you alone?,Bist du allein?,Monica,neutral,neutral,297,7,4,20,"0:09:09,882","0:09:10,466"
2813,2975,Yes!,Ja!,Phoebe,joy,positive,297,8,4,20,"0:09:10,466","0:09:11,858"
2814,2976,All right.,Alles klar.,Monica,neutral,neutral,297,9,4,20,"00:09:12,802","00:09:13,969"
2815,2977,Let go!,Lass los!,Monica,anger,negative,298,0,3,9,"0:22:08,368","0:22:08,952"
2816,2978,No! You let go!,Nein! Du lässt gehen!,Ross,anger,negative,298,1,3,9,"0:22:08,952","0:22:11,294"
2817,2980,How come it’s always us left in the field holding the ball?,"Wie kommt es, dass wir immer auf dem Feld bleiben und den Ball halten?",Ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250"
2818,2981,I don’t know. I guess the other people just don’t care enough.,"Ich weiß es nicht. Ich denke, die anderen Leute interessieren sich einfach nicht genug.",Monica,neutral,neutral,298,3,3,9,"00:22:16,418","00:22:20,254"
2819,2982,Hey! It’s starting to snow.,Hallo! Es fängt an zu schneien.,Ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804"
2820,2983,Gimme the this!,Gib mir das!,Ross,anger,negative,298,5,3,9,"0:22:33,060","0:22:35,605"
2821,2984,Let go!,Lass los!,Monica,anger,negative,298,6,3,9,"0:22:35,605","0:22:36,285"
2822,2985,Y'know what?,Weißt du was?,Joey,neutral,neutral,299,0,3,5,"0:21:45,387","0:21:47,189"
2823,2986,Umm?,Ähm?,Chandler,neutral,neutral,299,1,3,5,"0:21:47,189","0:21:47,735"
2824,2987,I bet ‘ya ya I could fit in there.,"Ich wette, ich könnte da reinpassen.",Joey,neutral,neutral,299,2,3,5,"00:21:47,848","00:21:49,348"
2825,2988,I’ve got five bucks says you can’t.,"Ich habe fünf Dollar, sagt, du kannst nicht.",Chandler,neutral,neutral,299,3,3,5,"00:21:51,935","00:21:54,562"
2826,2989,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",Schießen! Schießen! Schießen! Schießen oder einfach hinfallen. Das ist auch gut.,Joey,joy,positive,300,0,1,23,"00:03:37,967","00:03:42,137"
2827,2990,Knick fan?,Knick-Fan?,Lydia,neutral,neutral,300,1,1,23,"0:03:43,056","0:03:43,818"
2828,2991,"Oh, yeah.",Oh ja.,Joey,neutral,neutral,300,2,1,23,"0:03:43,818","0:03:44,358"
2829,2992,"Oh, boy, do they suck.","Oh, Junge, saugen sie.",Lydia,anger,negative,300,3,1,23,"0:03:44,474","0:03:46,566"
2830,2993,"Hey, listen, lady.......whoa.","Hey, hör zu, Lady.....whoa.",Joey,surprise,negative,300,4,1,23,"0:03:46,566","0:03:47,696"
2831,2994,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.","Schauen Sie sich Ihren Mann an, Ewing. Schönes Foto. Weißt du was, er konnte kein Wasser treffen, wenn er auf einem Boot stand.",Lydia,disgust,negative,300,5,1,23,"00:03:50,480","00:03:56,443"
2832,2995,Oh yeah? And who do you like?,Oh ja? Und wen magst du?,Joey,neutral,neutral,300,6,1,23,"00:03:56,611","00:03:58,111"
2833,2996,The Celtics.,Die Kelten.,Lydia,neutral,neutral,300,7,1,23,"0:03:58,279","0:03:59,041"
2834,2997,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?","Die Kelten? Ha. Sie könnten kein Boot treffen, wenn... warten Sie. Sie saugen, in Ordnung?",Joey,disgust,negative,300,8,1,23,"0:03:59,041","0:04:07,581"
2835,2998,"Oh, shut up. You know, it's a rebuilding year. You... waah!","Ach halt den Mund. Weißt du, es ist ein Wiederaufbaujahr. Du... waah!",Lydia,anger,negative,300,9,1,23,"00:04:08,081","00:04:11,875"
2836,2999,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!","Was? Was..aa? Lass mich den Vater holen. Hey, wir brauchen hier einen Vater! Wir brauchen einen Vater!",Joey,anger,negative,300,10,1,23,"00:04:12,043","00:04:17,506"
2837,3000,There is no father.,Es gibt keinen Vater.,Lydia,neutral,neutral,300,11,1,23,"00:04:16,172","00:04:17,506"
2838,3001,"Oh, oh, oh, sorry.","Oh, oh, oh, Entschuldigung.",Joey,fear,negative,300,12,1,23,"00:04:17,674","00:04:19,424"
2839,3003,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.","Oh, äh, okay. Genau da lang. Alle anderen schwangeren Frauen scheinen hier reinzukommen.",Joey,neutral,neutral,300,14,1,23,"0:04:23,222","0:04:23,612"
2840,3004,Ok.,OK.,Lydia,neutral,neutral,300,15,1,23,"00:04:20,885","00:04:23,553"
2841,3005,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.","Schatz, gib mir nur noch eine Chance, okay, wir fangen wieder von vorne an. Wir fahren zurück nach Aruba.",Barry,fear,negative,301,0,1,20,"00:19:25,164","00:19:32,128"
2842,3006,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.","Dr. Farber, wir haben hier einen kleinen Notfall... Jason Costalano erstickt an seinem Gefolge.",Bernice,fear,negative,301,1,1,20,"00:19:35,465","00:19:41,220"
2843,3007,Oh God...,Oh Gott...,Barry,fear,negative,301,2,1,20,"00:19:41,388","00:19:43,141"
2844,3008,"I'll be right there, Bernice.","Ich bin gleich da, Bernice.",Barry,neutral,neutral,301,3,1,20,"00:19:41,388","00:19:44,265"
2845,3009,"Look, please, please don't go anywhere, okay?","Schau, bitte, bitte geh nirgendwo hin, okay?",Barry,fear,negative,301,4,1,20,"00:19:44,433","00:19:46,726"
2846,3011,Okay.,Okay.,Rachel,neutral,neutral,301,6,1,20,"0:19:48,456","0:19:50,116"
2847,3012,"Okay, we'll be here!","Gut, wir werden hier sein!",Rachel,neutral,neutral,301,7,1,20,"0:19:50,230","0:19:52,441"
2848,3013,Hating you!,Ich hasse dich!,Rachel,anger,negative,301,8,1,20,"0:19:52,441","0:19:53,301"
2849,3014,Did you see how he was sweating when he walked out of there?,"Hast du gesehen, wie er geschwitzt hat, als er da rauskam?",Rachel,surprise,negative,301,9,1,20,"00:19:54,443","00:19:59,697"
2850,3015,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels","Hör zu Schatz, wenn ich den Ball zu sehr in Beschlag nehme, springst du einfach da rein und nimmst ein paar Schläge, weil ich dir sage, das fühlt sich an",Rachel,neutral,neutral,301,10,1,20,"00:19:57,321","00:20:07,622"
2851,3016,Yeah... I'm pretty sure I'm still gonna marry him.,"Ja... Ich bin mir ziemlich sicher, dass ich ihn immer noch heiraten werde.",Mindy,joy,positive,301,11,1,20,"00:20:03,744","00:20:07,622"
2852,3017,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!","Worüber redest du?! Mindy, der Typ ist der Teufel! Er ist Satan im Kittel!",Rachel,disgust,negative,301,12,1,20,"00:20:08,749","00:20:16,214"
2853,3018,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.","Hören Sie, ich weiß, dass er nicht perfekt ist, aber die Wahrheit ist, am Ende des Tages möchte ich wirklich immer noch Mrs. Dr. Barry Farber, D.D.S.",Mindy,neutral,neutral,301,13,1,20,"00:20:17,007","00:20:24,972"
2854,3019,Oh God.,Oh Gott.,Rachel,surprise,negative,301,14,1,20,"00:20:34,358","00:20:35,858"
2855,3020,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,"Ich hoffe, Sie können einen Weg finden, für mich glücklich zu sein. Und ich hoffe, du bleibst immer noch meine Trauzeugin...?",Mindy,fear,negative,301,15,1,20,"00:20:36,360","00:20:42,365"
2856,3021,And I hope Barry doesn't kill you and eat you in Aruba.,"Und ich hoffe, Barry tötet und frisst dich nicht in Aruba.",Rachel,sadness,negative,301,16,1,20,"00:20:43,617","00:20:46,702"
2857,3022,"Listen, Robert’s gonna be here any second so, will one of you just tell him?","Hör zu, Robert wird gleich hier sein, also wird es ihm einer von euch einfach sagen?",Phoebe,neutral,neutral,302,0,3,13,"00:16:52,761","00:16:57,015"
2858,3023,Oh.,Oh.,Ross,sadness,negative,302,1,3,13,"00:16:57,182","00:16:58,683"
2859,3024,"Please, right now, no, every time I see him it’s like ‘Is it on the lose?’ ‘Is it watching me?’","Bitte, im Moment, nein, jedes Mal, wenn ich ihn sehe, ist es wie ‚Ist er auf der Flucht?‘ ‚Beobachtet er mich?‘",Phoebe,fear,negative,302,2,3,13,"00:16:58,851","00:17:08,901"
2860,3025,"We can’t tell him, you can’t go up to a guy you barely know and talk about his.... stuff.","Wir können es ihm nicht sagen, du kannst nicht zu einem Typen gehen, den du kaum kennst, und über seine ... Sachen reden.",Chandler,anger,negative,302,3,3,13,"00:17:04,648","00:17:08,901"
2861,3026,"He’s right, even if it’s to say something complementary.","Er hat Recht, auch wenn es etwas Komplementäres sagen soll.",Ross,neutral,neutral,302,4,3,13,"00:17:11,488","00:17:15,324"
2862,3027,Hey!,Hallo!,Robert,surprise,positive,302,5,3,13,"0:17:18,787","0:17:19,288"
2863,3028,Hey.,Hallo.,Phoebe,neutral,neutral,302,6,3,13,"0:17:19,288","0:17:20,717"
2864,3029,"So are ready for the gym? They’ve got this new rock climbing wall, we can spot each other.","Sind Sie also bereit für das Fitnessstudio? Sie haben diese neue Kletterwand, wir können uns gegenseitig erkennen.",Robert,neutral,neutral,302,7,3,13,"00:17:20,831","00:17:29,505"
2865,3030,"No, I can spot you from here.","Nein, ich kann dich von hier aus erkennen.",Phoebe,neutral,neutral,302,8,3,13,"00:17:26,962","00:17:29,505"
2866,3031,What?,Was?,Robert,surprise,negative,302,9,3,13,"00:17:32,634","00:17:34,135"
2867,3032,"Okay, listen Robert...","Okay, hör zu Robert...",Phoebe,neutral,neutral,302,10,3,13,"00:17:35,012","00:17:37,555"
2868,3033,I don’t have time for this.,Dafür habe ich keine Zeit.,Phoebe,anger,negative,303,0,2,5,"00:11:10,795","00:11:12,921"
2869,3034,"No, that is what the game is.","Nein, das ist das Spiel.",Monica,neutral,neutral,303,1,2,5,"00:11:13,089","00:11:16,758"
2870,3035,Which you just gave up really quickly.,Was du ganz schnell aufgegeben hast.,Phoebe,neutral,neutral,304,0,3,5,"00:11:13,089","00:11:16,758"
2871,3036,Have you seen Joey?,Hast du Joey gesehen?,Chandler,neutral,neutral,304,1,3,5,"0:11:19,428","0:11:20,304"
2872,3037,What’s the matter?,Was ist los?,Monica,neutral,neutral,304,2,3,5,"0:11:20,304","0:11:21,320"
2873,3038,"Oh, just this!  Y’know what it’s my fault really, because the couch is usually where we","Ach, nur das! Weißt du, woran ich wirklich schuld bin, denn normalerweise ist die Couch dort, wo wir sind",Chandler,neutral,neutral,304,3,3,5,"00:11:21,430","00:11:37,529"
2874,3039,"Hey, does somebody wanna hand me one of those tiles.","Hey, will mir jemand eine dieser Kacheln geben?",Joey,neutral,neutral,304,4,3,5,"00:11:35,236","00:11:37,529"
2875,3040,What’s going on?,Was ist los?,Chandler,surprise,negative,304,5,3,5,"0:11:39,949","0:11:40,841"
2876,3041,He’s retiling my floor.,Er verfliest meinen Boden neu.,Monica,neutral,neutral,304,6,3,5,"0:11:40,841","0:11:42,745"
2877,3042,Yo!! Spackel boy! Get up!,Jo!! Spackeljunge! Aufstehen!,Chandler,neutral,neutral,304,7,3,5,"00:11:43,244","00:11:49,624"
2878,3043,"Ah-ah-ah, now you started this, you will finish it.","Ah-ah-ah, jetzt hast du damit angefangen, du wirst es beenden.",Monica,anger,negative,304,8,3,5,"00:11:46,622","00:11:49,624"
2879,3044,He started mine first!,Er hat meinen zuerst gestartet!,Chandler,anger,negative,304,9,3,5,"00:11:49,792","00:11:51,626"
2880,3045,"Build the unit Cinderelly, lay the tile Cinderelly.","Baue die Einheit Aschenputtel, verlege das Plättchen Aschenputtel.",Phoebe,anger,negative,304,10,3,5,"00:11:51,794","00:11:54,754"
2881,3046,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,Komm Chloe! Schließen Sie zuerst mit Ihrem Kunden ab. Komm Chloe! Komm Chloe!!,Chandler,joy,positive,305,0,3,15,"00:02:33,236","00:02:36,446"
2882,3047,Can I help you?,Kann ich Ihnen helfen?,Issac,neutral,neutral,305,1,3,15,"00:02:39,826","00:02:40,868"
2883,3048,Uh-oh.,Oh-oh.,Chandler,fear,negative,305,2,3,15,"00:02:41,244","00:02:43,162"
2884,3049,"Uh, y'know what, we’re having second thoughts about our copying needs. And we’ll need a little more time to think about it.","Äh, weißt du was, wir denken über unseren Kopierbedarf nach. Und wir brauchen noch etwas Zeit, um darüber nachzudenken.",Joey,neutral,neutral,305,3,3,15,"00:02:44,622","00:02:54,756"
2885,3050,"Chloe, switch with me, there’s some guys here that got a crush on you.","Chloe, wechsle zu mir, hier sind ein paar Typen, die in dich verknallt sind.",Issac,neutral,neutral,305,4,3,15,"00:02:51,337","00:02:54,756"
2886,3051,"Okay, that hurt us.","Okay, das hat uns wehgetan.",Chandler,joy,positive,305,5,3,15,"00:02:56,384","00:02:58,427"
2887,3052,Hi guys. I haven’t seen you since this morning.,Hallo Leute. Ich habe dich seit heute Morgen nicht mehr gesehen.,Chloe,neutral,neutral,305,6,3,15,"00:02:59,053","00:03:02,139"
2888,3053,"Well ah, ........y'know.","Naja, ........ weißt du.",Chandler,neutral,neutral,305,7,3,15,"00:03:02,849","00:03:07,936"
2889,3054,"Hey, what are you guys doing tomorrow night?","Hey, was macht ihr morgen Abend?",Chloe,neutral,neutral,305,8,3,15,"00:03:09,272","00:03:11,481"
2890,3055,Both of us?,Wir beide?,Joey,surprise,positive,305,9,3,15,"00:03:11,983","00:03:13,358"
2891,3056,Maybe. Does that scare ya?,Kann sein. Macht dir das Angst?,Chloe,neutral,neutral,305,10,3,15,"00:03:13,735","00:03:16,028"
2892,3057,Relax. It’s just Issac’s D.J.-ing at the Philly. You should come.,Entspannen. Es ist nur Issacs DJ-ing im Philly. Sie sollten kommen.,Chloe,neutral,neutral,305,11,3,15,"00:03:20,909","00:03:25,996"
2893,3058,We’ll be there.,Wir werden da sein.,Joey,joy,positive,305,12,3,15,"00:03:24,037","00:03:25,996"
2894,3059,"Great. I’ll ah, see ya then.","Groß. Ich werde ah, bis dann.",Chloe,joy,positive,305,13,3,15,"00:03:26,164","00:03:28,457"
2895,3060,"All right, rock on.","Alles klar, rock weiter.",Chandler,joy,positive,305,14,3,15,"00:03:28,625","00:03:30,334"
2896,3061,"Umm, candles, champagne, yeah anniversaries are great.","Ähm, Kerzen, Champagner, ja, Jubiläen sind toll.",Ross,joy,positive,306,0,3,17,"00:12:45,890","00:12:50,602"
2897,3062,"‘Cause you know love lasts forever, y'know.","Denn du weißt, Liebe hält ewig, weißt du.",Ross,joy,positive,306,1,3,17,"00:12:51,103","00:12:53,605"
2898,3063,"Nothing like it in this lifetime, money in the bank, so Rachel and I broke up.","Nichts Vergleichbares in diesem Leben, Geld auf der Bank, also haben Rachel und ich Schluss gemacht.",Ross,sadness,negative,306,2,3,17,"00:12:57,943","00:12:59,694"
2899,3064,"Oh God, Ross I am so sorry.","Oh Gott, Ross, es tut mir so leid.",Carol,joy,positive,306,3,3,17,"00:13:01,238","00:13:03,782"
2900,3066,"Y'know what, I want to talk to you about this so much, but we should probably do it when we could really get into it, are you free for dinner tomorrow night?","Weißt du was, ich möchte so viel mit dir darüber reden, aber wir sollten es wahrscheinlich tun, wenn wir wirklich darauf eingehen könnten, hast du morgen Abend Zeit zum Abendessen?",Carol,neutral,neutral,306,4,3,17,"00:13:05,284","00:13:13,583"
2901,3067,"Oh yeah, I’d love that.","Oh ja, das würde mir gefallen.",Ross,joy,positive,306,5,3,17,"00:13:11,332","00:13:13,583"
2902,3068,"Oh, great! Me too.",Oh toll! Ich auch.,Carol,joy,positive,306,6,3,17,"00:13:13,751","00:13:14,751"
2903,3069,I guess it all started when Rachel got this new job.,"Ich schätze, es fing alles an, als Rachel diesen neuen Job bekam.",Ross,neutral,neutral,306,7,3,17,"00:13:14,919","00:13:18,588"
2904,3070,And why do you care so much?,Und warum ist dir das so wichtig?,Ross,neutral,neutral,307,0,4,17,"00:04:07,330","00:04:08,664"
2905,3071,Because! You could get to live out my fantasy!,Weil! Du könntest meine Fantasie ausleben!,Monica,joy,positive,307,1,4,17,"00:04:08,831","00:04:12,542"
2906,3072,You had fantasies about Emily?,Du hattest Fantasien über Emily?,Ross,sadness,negative,307,2,4,17,"00:04:13,169","00:04:15,170"
2907,3073,"No! Y’know,","Nein! Weißt du,",Monica,neutral,neutral,307,3,4,17,"00:04:16,673","00:04:18,000"
2908,3074,Is that why in junior high you were the only one that hung out with that Ukrainian kid?,"Warst du deshalb in der Mittelstufe der einzige, der mit diesem ukrainischen Kind rumgehangen ist?",Ross,neutral,neutral,307,4,4,17,"00:04:25,098","00:04:29,601"
2909,3075,"Yeah that, plus his mom used to put sour cream on everything!","Ja, und seine Mutter hat immer Sauerrahm auf alles aufgetragen!",Monica,neutral,neutral,307,5,4,17,"00:04:30,853","00:04:35,440"
2910,3077,Do you love her?,Liebst du sie?,Monica,neutral,neutral,307,6,4,17,"00:04:37,026","00:04:38,028"
2911,3078,"We said it was only going to be two weeks, y’know?","Wir sagten, es würden nur zwei Wochen dauern, weißt du?",Ross,neutral,neutral,307,7,4,17,"00:04:39,362","00:04:42,364"
2912,3079,You love her!,Du liebst sie!,Monica,surprise,positive,307,8,4,17,"00:04:43,658","00:04:45,200"
2913,3080,What-what is love really?,Was – was ist Liebe wirklich?,Ross,neutral,neutral,307,9,4,17,"00:04:45,868","00:04:48,370"
2914,3081,"Ohhh, I","Ohhh, ich",Monica,neutral,neutral,307,10,4,17,"00:04:48,955","00:05:07,764"
2915,3082,I am a good kisser.,Ich bin ein guter Küsser.,Ross,neutral,neutral,307,11,4,17,"00:05:08,808","00:05:10,851"
2916,3083,"Then you two can, can sneak into the cockpit, and things will start to heat up, and then a stewardess comes in…  I’ve been watching too much porn.","Dann können Sie beide, können sich ins Cockpit schleichen, und es wird heiß, und dann kommt eine Stewardess herein ... Ich habe zu viel Pornos geschaut.",Monica,neutral,neutral,307,12,4,17,"00:05:12,186","00:05:22,237"
2917,3084,So basically this is very easy. You read from the script and try to sell as much toner as you possibly can.,"Das ist im Grunde also ganz einfach. Sie lesen aus dem Skript und versuchen, so viel Toner wie möglich zu verkaufen.",Supervisor,neutral,neutral,308,0,7,13,"00:04:13,544","00:04:19,341"
2918,3085,"Okay, I can do that! Oh, by the way, I","Gut, das kann ich! Ach übrigens, ich",Phoebe,joy,positive,308,1,7,13,"00:04:19,509","00:04:24,846"
2919,3086,Why don’t we do a trial run.,Warum machen wir keinen Probelauf.,Supervisor,neutral,neutral,308,2,7,13,"00:04:25,014","00:04:28,141"
2920,3087,"Oh okay. Umm, all right.  Hi, this is Phoebe from Empire Office Supplies, can I speak to your supply manager please?","Oh ok. Ähm, in Ordnung. Hi, hier ist Phoebe von Empire Office Supplies, kann ich bitte mit Ihrem Supply Manager sprechen?",Phoebe,neutral,neutral,308,3,7,13,"00:04:28,768","00:04:37,317"
2921,3088,I’m the supply manager.,Ich bin der Supply Manager.,Supervisor,neutral,neutral,308,4,7,13,"00:04:37,485","00:04:39,069"
